ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
98367064,Winner Court B,,RM 1 200 per month,Kuala Lumpur - Desa Petaling,Condominium,3,1,2,900 sq.ft.,Partially Furnished,"Barbeque area, Security, Tennis Court, Jogging Track, Minimart, Gymnasium, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
97419532,Residensi Suria Pantai,2020,RM 1 500 per month,Kuala Lumpur - Pantai,Apartment,3,1,2,810 sq.ft.,Partially Furnished,"Minimart, Multipurpose hall, Parking, Playground, Swimming Pool, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100230309,Platinum Hill PV 5,2006,RM 150 per month,Kuala Lumpur - Setapak,Condominium,1,,1,80 sq.ft.,Not Furnished,"Swimming Pool, Lift, Sauna, Parking, Security, Playground, Squash Court, Tennis Court, Jogging Track, Minimart, Gymnasium, Barbeque area, Multipurpose hall",,Kuala Lumpur
99741625,Pangsapuri Segar Ria,,RM 750 per month,Kuala Lumpur - Cheras,Apartment,3,,2,650 sq.ft.,Not Furnished,"Parking, Swimming Pool, Jogging Track, Sauna, Lift, Playground, Minimart",Cooking Allowed,Kuala Lumpur
100229875,The Holmes,,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1018 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
100229836,Legend Height,,RM 1 700 per month,Kuala Lumpur - Segambut,Service Residence,4,2,2,1050 sq.ft.,Partially Furnished,"Parking, Security, Multipurpose hall, Playground, Gymnasium",Air-Cond,Kuala Lumpur
99223795,Axis Residence,2010,RM 1 800 per month,Kuala Lumpur - Ampang,Service Residence,3,2,2,1040 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100159531,The Goodwood Residence,2023,RM 4 500 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2,3,1200 sq.ft.,Fully Furnished,"Swimming Pool, Security, Gymnasium, Parking, Multipurpose hall, Playground, Jogging Track, Lift, Barbeque area, Club house, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100230066,Platinum Splendor Residensi Semarak,2020,RM 2 080 per month,Kuala Lumpur - Keramat,Condominium,4,2,2,1065 sq.ft.,Partially Furnished,"Squash Court, Parking, Swimming Pool, Minimart, Gymnasium, Tennis Court, Sauna, Security, Playground, Lift",,Kuala Lumpur
99867530,Quadro Residences,2013,RM 6 900 per month,Kuala Lumpur - KLCC,Condominium,3,2,3,1927 sq.ft.,Fully Furnished,"Security, Playground, Parking, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100230040,Heritage Condominiun,,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1300 sq.ft.,Partially Furnished,"Security, Minimart, Gymnasium, Barbeque area, Parking, Lift, Club house, Playground, Swimming Pool, Tennis Court, Squash Court, Sauna",,Kuala Lumpur
100229997,Riana South @ Bukit Manda'rina,2019,RM 900 per month,Kuala Lumpur - Cheras,Service Residence,3,,2,1000 sq.ft.,Fully Furnished,"Playground, Club house, Security, Gymnasium, Lift, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100229995,Spring Villa Apartment,,RM 1 100 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,750 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium",Cooking Allowed,Kuala Lumpur
100229994,Enesta,2021,RM 1 500 per month,Kuala Lumpur - Kepong,Service Residence,3,1,2,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Minimart, Gymnasium",,Kuala Lumpur
99744811,Axis Residence,2010,RM 1 800 per month,Kuala Lumpur - Ampang,Service Residence,1,1,1,560 sq.ft.,Fully Furnished,"Security, Parking, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99869905,The Nest Residence @ Genting Klang,,RM 1 700 per month,Kuala Lumpur - Setapak,Service Residence,3,1,2,1000 sq.ft.,Partially Furnished,"Tennis Court, Lift, Security, Swimming Pool, Parking, Playground, Gymnasium, Squash Court, Jogging Track, Minimart",,Kuala Lumpur
99887757,Laman Damai,,RM 700 per month,Kuala Lumpur - Kepong,Apartment,3,,2,650 sq.ft.,Not Furnished,"Playground, Minimart, Jogging Track",,Kuala Lumpur
100030043,Sri Kenangan,,RM 1 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1250 sq.ft.,Partially Furnished,"Playground, Parking, Security, Minimart, Swimming Pool, Barbeque area",,Kuala Lumpur
99830847,Residensi Wangsamas,,RM 1 650 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,800 sq.ft.,Partially Furnished,Multipurpose hall,,Kuala Lumpur
100229680,"Fera Residence @ The Quartz, Wangsa Maju",,RM 1 900 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,688 sq.ft.,Fully Furnished,"Swimming Pool, Parking",,Kuala Lumpur
100229191,G Residence (Desa Pandan),,RM 3 300 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,2,2,1410 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100229664,1 Sentul,2011,RM 1 300 per month,Kuala Lumpur - Sentul,Condominium,3,2,2,1081 sq.ft.,Not Furnished,"Parking, Jogging Track, Sauna, Multipurpose hall, Club house, Playground, Minimart, Swimming Pool, Gymnasium, Security, Tennis Court",,Kuala Lumpur
100229650,Suria Kipark Damansara,2009,RM 1 100 per month,Kuala Lumpur - Kepong,Apartment,3,1,2,945 sq.ft.,Partially Furnished,"Security, Minimart, Playground, Swimming Pool",Washing Machine,Kuala Lumpur
100229352,Apartment Sentul,,RM 1 500 per month,Kuala Lumpur - Sentul,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Parking, Security",Air-Cond,Kuala Lumpur
100229322,Platinum Splendor Residensi Semarak,2020,RM 2 080 per month,Kuala Lumpur - Keramat,Condominium,4,2,2,1065 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Tennis Court, Sauna, Playground, Squash Court, Lift, Parking, Security, Minimart, Multipurpose hall, Barbeque area, Jogging Track",Cooking Allowed,Kuala Lumpur
100229259,Teratai Mewah Apartment,,RM 1 000 per month,Kuala Lumpur - Setapak,Apartment,3,,1,656 sq.ft.,Partially Furnished,"Parking, Security, Playground",,Kuala Lumpur
100029818,Pangsapuri Melur (Sentul),2006,RM 1 500 per month,Kuala Lumpur - Sentul,Apartment,3,1,2,1100 sq.ft.,Not Furnished,,,Kuala Lumpur
98839295,PV18 Residence,,RM 1 200 per month,Kuala Lumpur - Setapak,Service Residence,3,1,2,926 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
98793449,Vista Damai,,RM 2 400 per month,Kuala Lumpur - KL City,Condominium,2,1,2,920 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100229001,Residensi Vista Wirajaya,,RM 1 800 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,885 sq.ft.,Partially Furnished,,,Kuala Lumpur
100228994,,,RM 1 400 per month,Kuala Lumpur - Kepong,Apartment,3,,2,800 sq.ft.,Fully Furnished,"Gymnasium, Playground, Security, Parking","Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
100228660,Seksyen 10 Wangsa Maju,,RM 1 200 per month,Kuala Lumpur - Wangsa Maju,Flat,2,,1,850 sq.ft.,Not Furnished,Parking,Near KTM/LRT,Kuala Lumpur
100228754,Sri Putramas,2004,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Partially Furnished,"Minimart, Gymnasium, Barbeque area, Parking, Security, Playground, Swimming Pool, Tennis Court, Sauna","Air-Cond, Cooking Allowed",Kuala Lumpur
99915676,Pangsapuri Seri Gembira,,RM 1 100 per month,Kuala Lumpur - Segambut,Apartment,3,1,2,850 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Air-Cond,Kuala Lumpur
100228956,Prisma Cheras,,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1152 sq.ft.,Partially Furnished,"Sauna, Security, Squash Court, Barbeque area, Tennis Court, Parking, Playground, Swimming Pool, Gymnasium",,Kuala Lumpur
100228948,Residensi Wangsamas,,RM 1 550 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,850 sq.ft.,Partially Furnished,"Multipurpose hall, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100228934,Heritage Condominiun,,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1300 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area, Minimart, Squash Court, Sauna, Lift, Club house, Playground, Swimming Pool, Gymnasium, Tennis Court",,Kuala Lumpur
100228928,Sri Putramas,2004,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Partially Furnished,"Barbeque area, Sauna, Parking, Playground, Security, Minimart, Tennis Court, Swimming Pool, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100069263,Platinum Lake PV 21,,RM 1 550 per month,Kuala Lumpur - Setapak,Service Residence,2,1,2,900 sq.ft.,Fully Furnished,,,Kuala Lumpur
99540663,sky awani 3,,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,800 sq.ft.,Partially Furnished,,,Kuala Lumpur
99847272,The Ooak (Kiara 163),2022,RM 3 500 per month,Kuala Lumpur - Mont Kiara,Condominium,2,,1,696 sq.ft.,Fully Furnished,"Playground, Minimart, Parking, Security, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100228376,Binjai 8,2013,RM 2 800 per month,Kuala Lumpur - KLCC,Service Residence,1,,2,800 sq.ft.,Fully Furnished,"Security, Jogging Track, Tennis Court, Parking, Minimart, Gymnasium, Lift, Playground",,Kuala Lumpur
100228644,Putra Villa,2007,RM 1 799 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,1080 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100228290,Palace Court,2014,RM 1 500 per month,Kuala Lumpur - Kuchai Lama,Condominium,2,1,2,789 sq.ft.,Partially Furnished,"Playground, Barbeque area, Sauna, Swimming Pool, Gymnasium, Tennis Court, Security, Lift, Parking","Air-Cond, Cooking Allowed",Kuala Lumpur
98091163,,,RM 1 500 per month,Kuala Lumpur - Segambut,Condominium,3,1,2,1165 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium, Sauna, Barbeque area, Minimart, Playground, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
98381176,,,RM 2 150 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,2,3,900 sq.ft.,Partially Furnished,"Barbeque area, Club house, Gymnasium, Squash Court, Jogging Track, Lift, Sauna, Swimming Pool, Tennis Court, Multipurpose hall, Minimart, Playground, Parking, Security","Air-Cond, Cooking Allowed",Kuala Lumpur
98379846,,,RM 2 050 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,3,3,855 sq.ft.,Partially Furnished,"Parking, Minimart, Swimming Pool, Club house, Security, Playground, Sauna, Multipurpose hall, Barbeque area, Gymnasium, Tennis Court, Squash Court, Jogging Track, Lift",,Kuala Lumpur
99676478,United Point Residence @ North Kiara,2019,RM 2 300 per month,Kuala Lumpur - Kepong,Service Residence,3,2,2,958 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100228409,10 Semantan,2006,RM 2 000 per month,Kuala Lumpur - Damansara Heights,Service Residence,2,1,2,990 sq.ft.,Fully Furnished,"Minimart, Sauna, Parking, Security, Gymnasium, Barbeque area, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100228390,28 Boulevard,2019,RM 1 700 per month,Kuala Lumpur - Pandan Perdana,Apartment,1,1,1,450 sq.ft.,Fully Furnished,"Swimming Pool, Security, Jogging Track, Squash Court, Tennis Court, Playground, Parking, Minimart, Gymnasium, Lift, Sauna, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99948574,i-Zen @ Kiara 2,2005,RM 5 000 per month,Kuala Lumpur - Mont Kiara,Service Residence,3,2,3,1557 sq.ft.,Fully Furnished,"Barbeque area, Parking, Security, Playground, Gymnasium, Sauna, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99948610,Arcoris,2012,RM 3 500 per month,Kuala Lumpur - Mont Kiara,Condominium,1,1,1,688 sq.ft.,Fully Furnished,"Swimming Pool, Sauna, Gymnasium, Parking, Jogging Track, Barbeque area, Security, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100227954,Kenari Court,,RM 1 300 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,750 sq.ft.,Partially Furnished,"Security, Parking, Playground",Cooking Allowed,Kuala Lumpur
100228049,Majestic Maxim,2021,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,680 sq.ft.,Partially Furnished,"Playground, Lift, Barbeque area, Parking, Jogging Track, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100227777,Apartment Cuepacs,,RM 1 100 per month,Kuala Lumpur - Brickfields,Apartment,1,,1,550 sq.ft.,Fully Furnished,,"Cooking Allowed, Washing Machine",Kuala Lumpur
100227825,Continew Condominium,2020,RM 2 000 per month,Kuala Lumpur - KL City,Condominium,2,1,2,921 sq.ft.,Not Furnished,"Parking, Minimart, Swimming Pool, Lift, Security, Gymnasium, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100048026,M Vertica,2023,RM 2 500 per month,Kuala Lumpur - Cheras,Condominium,4,2,2,1009 sq.ft.,Fully Furnished,"Lift, Barbeque area, Tennis Court, Swimming Pool, Multipurpose hall, Security, Jogging Track, Parking, Playground, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100227220,Sri Putramas,2004,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Partially Furnished,"Barbeque area, Sauna, Parking, Playground, Security, Minimart, Tennis Court, Swimming Pool, Gymnasium, Lift",Cooking Allowed,Kuala Lumpur
100227653,Mirage Residence,,RM 3 500 per month,Kuala Lumpur - KL City,Condominium,2,1,2,1277 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall, Sauna, Security, Gymnasium",,Kuala Lumpur
100227525,The Era,2021,RM 3 300 per month,Kuala Lumpur - Segambut,Condominium,3,,3,1302 sq.ft.,Partially Furnished,,"Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
98541378,Maxim Residences,2017,RM 1 600 per month,Kuala Lumpur - Cheras,Service Residence,3,2,2,1050 sq.ft.,Fully Furnished,"Swimming Pool, Security, Gymnasium, Parking, Sauna, Lift, Playground, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100227166,Platinum Lake PV 20,,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,1333 sq.ft.,Partially Furnished,,,Kuala Lumpur
100227164,The Hamstead,,RM 2 100 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,1003 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Club house, Gymnasium, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100227162,OUG Parklane,,RM 1 200 per month,Kuala Lumpur - OUG,Service Residence,3,1,2,950 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Security, Minimart, Parking, Squash Court, Sauna","Cooking Allowed, Air-Cond",Kuala Lumpur
100227160,Residensi Vista Wirajaya,,RM 1 700 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,885 sq.ft.,Partially Furnished,,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100227473,Sri Penara,,RM 1 000 per month,Kuala Lumpur - Cheras,Apartment,2,,2,650 sq.ft.,Partially Furnished,"Minimart, Playground, Security, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100227335,The Lumayan Apartment,,RM 1 200 per month,Kuala Lumpur - Cheras,Apartment,3,,2,853 sq.ft.,Not Furnished,"Minimart, Parking, Playground, Security, Swimming Pool",,Kuala Lumpur
100000151,Soho Suites @ KLCC,2013,RM 3 500 per month,Kuala Lumpur - KLCC,Service Residence,3,1,2,1000 sq.ft.,Fully Furnished,,,Kuala Lumpur
100226732,Mandy Court,,RM 1 400 per month,Kuala Lumpur - Segambut,Apartment,3,1,2,808 sq.ft.,Fully Furnished,"Playground, Minimart, Lift, Parking, Security","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99707251,i-Zen @ Kiara 1,2008,RM 4 300 per month,Kuala Lumpur - Mont Kiara,Condominium,3,2,3,1400 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Security, Playground, Gymnasium, Parking, Sauna, Squash Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100226988,Maytower,2007,RM 1 600 per month,Kuala Lumpur - KL City,Service Residence,1,,1,351 sq.ft.,Fully Furnished,,,Kuala Lumpur
100226586,Kenari Court,,RM 1 500 per month,Kuala Lumpur - Ampang,Apartment,3,1,2,750 sq.ft.,Partially Furnished,"Security, Parking, Playground",,Kuala Lumpur
100226912,3 Towers,2015,RM 1 600 per month,Kuala Lumpur - Ampang Hilir,Service Residence,1,,1,429 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium, Parking, Security, Barbeque area","Air-Cond, Washing Machine",Kuala Lumpur
100226878,Residensi Pandanmas 2,,RM 1 000 per month,Kuala Lumpur - Desa Pandan,Apartment,3,,2,900 sq.ft.,Partially Furnished,"Parking, Security, Minimart, Swimming Pool, Playground, Gymnasium, Jogging Track",,Kuala Lumpur
98431601,Solaris Dutamas Designer Suites,2009,RM 2 300 per month,Kuala Lumpur - Mont Kiara,Condominium,1,1,1,672 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
98890673,One Residences,,RM 3 700 per month,Kuala Lumpur - Sungai Besi,Service Residence,3,1,2,888 sq.ft.,Fully Furnished,"Playground, Gymnasium, Multipurpose hall, Minimart, Barbeque area, Sauna, Swimming Pool, Security",,Kuala Lumpur
99971433,Amaya Maluri,2013,RM 1 800 per month,Kuala Lumpur - Cheras,Service Residence,3,1,2,920 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Security, Playground, Swimming Pool, Gymnasium",,Kuala Lumpur
98489877,,,RM 4 000 per month,Kuala Lumpur - Desa ParkCity,Condominium,1,2,3,1400 sq.ft.,Fully Furnished,"Parking, Security, Playground, Club house, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
99983770,Bayu Tasik 2,1998,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,950 sq.ft.,Fully Furnished,"Swimming Pool, Security, Parking, Playground, Gymnasium, Lift, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100012014,Platinum OUG Residence,2021,RM 2 400 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2,3,1250 sq.ft.,Fully Furnished,"Security, Gymnasium, Lift, Playground, Parking, Swimming Pool, Sauna, Barbeque area, Minimart, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur
100226284,Maxim Citilights,2017,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,1009 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100226278,28 Boulevard,2019,RM 1 600 per month,Kuala Lumpur - Pandan Perdana,Apartment,1,1,1,450 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool, Parking, Security, Tennis Court, Lift, Gymnasium, Squash Court, Jogging Track, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100226511,Hartamas Regency II,2007,RM 5 800 per month,Kuala Lumpur - Mont Kiara,Condominium,5,3,7,3488 sq.ft.,Partially Furnished,"Parking, Minimart, Tennis Court, Squash Court, Sauna, Security, Playground, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall",,Kuala Lumpur
98297500,,,RM 2 800 per month,Kuala Lumpur - Mont Kiara,Service Residence,2,1,2,950 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98431662,Solaris Dutamas Designer Suites,2009,RM 4 000 per month,Kuala Lumpur - Mont Kiara,Condominium,3,1,2,1238 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Lift, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100226479,THE ERA DUTA NORTH,,RM 3 000 per month,Kuala Lumpur - Mont Kiara,Condominium,3,2,3,1302 sq.ft.,Partially Furnished,,,Kuala Lumpur
98392402,Solaris Dutamas Designer Suites,2009,RM 4 000 per month,Kuala Lumpur - Mont Kiara,Condominium,2,1,2,1248 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98300303,,,RM 3 600 per month,Kuala Lumpur - Mont Kiara,Service Residence,2,1,2,1250 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Jogging Track, Parking, Playground, Swimming Pool, Security, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100226460,Solaris Parq,,RM 4 500 per month,Kuala Lumpur - Solaris Dutamas,Service Residence,2,2,2,1080 sq.ft.,Fully Furnished,,,Kuala Lumpur
96688374,,,RM 2 200 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2,2,911 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Jogging Track, Squash Court, Multipurpose hall, Minimart, Barbeque area, Sauna, Playground, Club house, Lift, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100226402,The Elements,2015,RM 2 000 per month,Kuala Lumpur - Ampang,Service Residence,2,1,2,850 sq.ft.,Fully Furnished,"Sauna, Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Gymnasium, Barbeque area, Parking, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100226351,Residensi Alam Damai (PR1MA @ Alam Damai),,RM 1 400 per month,Kuala Lumpur - Cheras,Apartment,2,1,1,670 sq.ft.,Fully Furnished,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
98452025,Ascenda Residences @ SkyArena Setapak,2017,RM 1 650 per month,Kuala Lumpur - Setapak,Condominium,3,,2,1100 sq.ft.,Partially Furnished,"Multipurpose hall, Security, Gymnasium, Barbeque area, Parking, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100158249,The Holmes 2,2021,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,2,2,950 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Security, Sauna, Multipurpose hall, Parking, Playground, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
99827170,Majestic Maxim,2021,RM 1 200 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,680 sq.ft.,Partially Furnished,"Parking, Barbeque area, Security, Lift, Swimming Pool, Jogging Track, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100194640,Bayu Tasik 1,1999,RM 1 200 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,950 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Parking, Playground, Barbeque area, Security, Minimart, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99970528,Sky Awani Residensi,,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,3,1,2,800 sq.ft.,Fully Furnished,"Barbeque area, Sauna, Parking, Security, Club house, Playground, Swimming Pool, Minimart, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
98822981,Puncak Banyan,2007,RM 1 100 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,810 sq.ft.,Fully Furnished,"Security, Swimming Pool, Minimart, Parking",Air-Cond,Kuala Lumpur
100225841,Casa Magna,,RM 1 100 per month,Kuala Lumpur - Kepong,Condominium,3,1,2,1010 sq.ft.,Not Furnished,"Parking, Swimming Pool, Security, Barbeque area, Playground, Lift, Minimart",Cooking Allowed,Kuala Lumpur
100225835,Brem Park 1,1980,RM 1 100 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,957 sq.ft.,Not Furnished,"Parking, Squash Court, Jogging Track, Security, Minimart, Playground, Barbeque area, Club house, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100225834,Rampai Court,,RM 900 per month,Kuala Lumpur - Wangsa Maju,Apartment,2,,1,600 sq.ft.,Partially Furnished,"Barbeque area, Parking, Playground, Security",,Kuala Lumpur
100225884,Royal Regent (Sri Putramas 3),2013,RM 1 800 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1015 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Sauna, Minimart, Tennis Court, Playground, Parking, Security, Lift, Barbeque area, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100225923,Taman Orkid Desa,,RM 800 per month,Kuala Lumpur - Cheras,Apartment,3,,2,800 sq.ft.,Not Furnished,,,Kuala Lumpur
