ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100323185,The Hipster @ Taman Desa,2022,RM 4 200 per month,Kuala Lumpur - Taman Desa,Condominium,5,2,6,1842 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Security, Playground, Swimming Pool, Parking, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100203973,Segar Courts,,RM 2 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,1170 sq.ft.,Partially Furnished,"Playground, Parking, Barbeque area, Security, Jogging Track, Swimming Pool, Gymnasium, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100323128,Pangsapuri Teratak Muhibbah 2,,RM 1 000 per month,Kuala Lumpur - Taman Desa,Apartment,3,,2,650 sq.ft.,Fully Furnished,"Minimart, Jogging Track, Lift, Swimming Pool",,Kuala Lumpur
100191767,Sentul Point Suite Apartment,2020,RM 1 700 per month,Kuala Lumpur - Sentul,Apartment,2,1,2,743 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Squash Court, Security, Minimart, Gymnasium, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
97022692,Arte Mont Kiara,,RM 1 299 per month,Kuala Lumpur - Mont Kiara,Service Residence,1,1,1,494 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track",Air-Cond,Kuala Lumpur
100322897,Residensi Vista Wirajaya,,RM 1 500 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,884 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100322962,Sky Meridien,,RM 2 900 per month,Kuala Lumpur - Sentul,Service Residence,3,2,2,982 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100322885,Arte Plus Jalan Ampang,2018,RM 1 550 per month,Kuala Lumpur - Ampang,Service Residence,1,1,1,700 sq.ft.,Fully Furnished,"Parking, Gymnasium, Playground, Security, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100322866,Nova I,2014,RM 1 400 per month,Kuala Lumpur - Segambut,Apartment,2,1,1,750 sq.ft.,Fully Furnished,"Playground, Security, Parking, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100322863,Sofiya Residences,,RM 1 350 per month,Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Partially Furnished,"Playground, Security, Parking, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100322813,The Park Sky Residence @ Bukit Jalil City,2019,RM 2 600 per month,Kuala Lumpur - Bukit Jalil,Service Residence,2,,2,868 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Security, Multipurpose hall, Gymnasium, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100322809,PV9 Residences @ Taman Melati,2022,RM 2 000 per month,Kuala Lumpur - Setapak,Service Residence,4,2,2,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100322802,Arte Plus Jalan Ampang,2018,RM 1 500 per month,Kuala Lumpur - Ampang,Service Residence,1,1,1,700 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Playground, Parking, Security, Lift, Swimming Pool, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
87950203,Maxim Citilights,2017,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,3,1,2,1009 sq.ft.,Fully Furnished,"Minimart, Jogging Track, Playground, Swimming Pool, Multipurpose hall, Security, Lift, Parking, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100239196,Greenview Apartments,,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,5,,2,855 sq.ft.,Partially Furnished,"Security, Parking, Lift","Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100322320,Legasi Kampong Bharu,2020,RM 3 200 per month,Kuala Lumpur - KL City,Apartment,3,1,2,950 sq.ft.,Fully Furnished,"Lift, Squash Court, Jogging Track, Gymnasium, Playground, Security, Tennis Court, Swimming Pool, Parking, Minimart, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100322311,Legasi Kampong Bharu,2020,RM 3 200 per month,Kuala Lumpur - KL City,Apartment,3,1,2,950 sq.ft.,Fully Furnished,"Lift, Squash Court, Jogging Track, Gymnasium, Playground, Security, Tennis Court, Swimming Pool, Parking, Minimart, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
100322212,Majestic Maxim,2021,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,2,2,2,650 sq.ft.,Not Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100273500,Desa Villas,,RM 2 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,2,2,1784 sq.ft.,Not Furnished,"Parking, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
100231953,East Side One Ampang Avenue,,RM 1 800 per month,Kuala Lumpur - Ampang,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Gymnasium, Minimart, Tennis Court, Squash Court, Sauna, Security, Swimming Pool, Parking",,Kuala Lumpur
100322123,Majestic Maxim,2021,RM 1 099 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Not Furnished,"Playground, Lift, Barbeque area, Security, Parking, Jogging Track, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100310024,Majestic Maxim,2021,RM 1 099 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking, Jogging Track, Barbeque area, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100310022,Majestic Maxim,2021,RM 1 199 per month,Kuala Lumpur - Cheras,Service Residence,3,1,2,819 sq.ft.,Not Furnished,"Security, Swimming Pool, Parking, Jogging Track, Barbeque area, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100290514,Majestic Maxim,2021,RM 1 100 per month,Kuala Lumpur - Cheras,Service Residence,2,1,2,650 sq.ft.,Not Furnished,"Jogging Track, Parking, Security, Playground, Barbeque area, Gymnasium, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
100267049,Sri Penara,,RM 1 000 per month,Kuala Lumpur - Cheras,Apartment,3,,2,650 sq.ft.,Not Furnished,"Parking, Minimart, Playground",,Kuala Lumpur
100201993,Prisma Cheras,,RM 1 100 per month,Kuala Lumpur - Cheras,Condominium,1,1,1,900 sq.ft.,Partially Furnished,"Swimming Pool, Barbeque area, Sauna, Security, Gymnasium, Tennis Court, Squash Court, Parking, Playground",,Kuala Lumpur
100295196,Menara Alpha,,RM 1 400 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,2,1140 sq.ft.,Not Furnished,"Parking, Minimart, Security, Gymnasium, Swimming Pool, Playground",,Kuala Lumpur
100322088,Berlian Residence @ Setapak,,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,900 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Multipurpose hall",,Kuala Lumpur
100322086,28 Dutamas,2017,RM 2 500 per month,Kuala Lumpur - Solaris Dutamas,Condominium,4,2,3,1500 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
100322100,28 Dutamas,2017,RM 2 900 per month,Kuala Lumpur - Solaris Dutamas,Condominium,4,2,3,1719 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
100322078,Pangsapuri Melur (Sentul),2006,RM 1 750 per month,Kuala Lumpur - Sentul,Apartment,3,,2,1065 sq.ft.,Partially Furnished,,,Kuala Lumpur
100202252,Residensi Vista Wirajaya,,RM 1 800 per month,Kuala Lumpur - Setapak,Apartment,3,1,2,885 sq.ft.,Fully Furnished,,,Kuala Lumpur
100136931,Bayu Sentul Condominium,2015,RM 1 900 per month,Kuala Lumpur - Sentul,Condominium,3,2,2,1300 sq.ft.,Partially Furnished,,,Kuala Lumpur
100234716,Flexus Signature Suites,,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Studio,1,1,1,530 sq.ft.,Fully Furnished,"Parking, Security, Sauna, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100322047,Menjalara 18,,RM 2 400 per month,Kuala Lumpur - Bandar Menjalara,Condominium,3,1,2,1316 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Gymnasium, Club house, Minimart, Squash Court, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
93075352,G Residence @ Desa Pandan,2015,RM 4 500 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,2,2,1539 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
99876261,Greenpark,1999,RM 1 400 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1,2,1270 sq.ft.,Partially Furnished,"Parking, Security, Tennis Court, Swimming Pool, Playground, Lift, Jogging Track, Minimart, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
100322029,Majestic Maxim,2021,RM 1 800 per month,Kuala Lumpur - Cheras,Service Residence,3,1,2,819 sq.ft.,Partially Furnished,"Security, Swimming Pool, Lift, Gymnasium, Barbeque area, Jogging Track, Parking, Playground, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100322005,Baiduri Apartment (Desa Pandan),,RM 1 500 per month,Kuala Lumpur - Desa Pandan,Apartment,3,1,2,950 sq.ft.,Partially Furnished,"Security, Parking",,Kuala Lumpur
98292007,Bennington Residences @ SkyArena,2019,RM 3 000 per month,Kuala Lumpur - Setapak,Condominium,3,2,2,1200 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
100321936,Sri Putramas,2004,RM 1 600 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1,2,1100 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Sauna, Playground, Gymnasium, Security, Tennis Court, Barbeque area, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100321976,Putra Villa,2007,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,3,,2,1066 sq.ft.,Fully Furnished,,,Kuala Lumpur
99627362,38 Bidara,,RM 2 100 per month,Kuala Lumpur - KLCC,Condominium,2,,2,706 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Sauna, Parking, Security, Gymnasium, Barbeque area, Club house, Playground",,Kuala Lumpur
99492392,3 Towers,2015,RM 2 500 per month,Kuala Lumpur - Ampang Hilir,Condominium,2,1,1,890 sq.ft.,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Parking, Barbeque area, Swimming Pool",,Kuala Lumpur
100036659,One Maxim,2020,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,2,1,2,650 sq.ft.,Partially Furnished,"Jogging Track, Playground, Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Security, Barbeque area",,Kuala Lumpur
99528357,Casa Mutiara,2007,RM 2 000 per month,Kuala Lumpur - Bukit Bintang,Service Residence,2,1,2,742 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Parking, Playground, Security, Swimming Pool, Barbeque area",,Kuala Lumpur
100321885,Sofiya Residences,,RM 2 000 per month,Kuala Lumpur - Desa ParkCity,Condominium,3,1,2,862 sq.ft.,Fully Furnished,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100273689,Laman Tasik,2002,RM 2 100 per month,Kuala Lumpur - Cheras,Condominium,4,1,3,1300 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium",,Kuala Lumpur
100033999,Residensi Seri Wahyu @ Jalan Kuching KL,,RM 1 300 per month,Kuala Lumpur - KL City,Apartment,3,1,2,805 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Gymnasium, Parking, Swimming Pool, Lift, Security, Playground, Minimart",,Kuala Lumpur
100033960,The Hamilton,2020,RM 2 600 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,2,2,1000 sq.ft.,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Parking, Swimming Pool, Barbeque area, Security, Gymnasium",,Kuala Lumpur
99844667,3 Towers,2015,RM 2 000 per month,Kuala Lumpur - Ampang Hilir,Service Residence,1,1,1,440 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium",,Kuala Lumpur
100321850,Menjalara 18,,RM 2 500 per month,Kuala Lumpur - Bandar Menjalara,Condominium,5,2,3,1600 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Gymnasium, Club house, Minimart, Squash Court, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100321800,The Havre @ Bukit Jalil,2020,RM 2 500 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2,2,1028 sq.ft.,Fully Furnished,"Security, Squash Court, Jogging Track, Lift, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Club house, Parking, Playground, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
94858400,,,RM 2 000 per month,Kuala Lumpur - Setapak,Condominium,4,,2,940 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Playground, Minimart, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
93420010,,,RM 1 800 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,860 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
86821569,,,RM 1 700 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,Swimming Pool,Air-Cond,Kuala Lumpur
94858340,,,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,4,1,2,914 sq.ft.,Partially Furnished,"Swimming Pool, Squash Court, Security, Parking, Lift, Tennis Court, Jogging Track, Gymnasium, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
94861261,,,RM 2 000 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,2,2,1100 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Lift, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
94962913,,,RM 1 500 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Squash Court, Security, Parking, Lift, Jogging Track, Tennis Court, Playground, Minimart",Air-Cond,Kuala Lumpur
95481469,,,RM 1 700 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Parking, 10","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
95865588,,,RM 1 850 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1100 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
97361235,,,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,4,2,3,1200 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium, Swimming Pool, Parking, Minimart, Lift, Sauna, Multipurpose hall, Squash Court, Tennis Court, Barbeque area, Jogging Track, Club house","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
97361227,,,RM 1 700 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1,2,904 sq.ft.,Fully Furnished,"Playground, Lift, Club house, Security, Gymnasium, Jogging Track, Swimming Pool, Parking, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
97407806,,,RM 1 800 per month,Kuala Lumpur - Kepong,Condominium,4,2,2,1300 sq.ft.,Partially Furnished,"Parking, Lift, Security, Gymnasium, Club house, Jogging Track, Sauna, Barbeque area, Tennis Court, Minimart, Squash Court, Multipurpose hall, Playground, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
100290798,M3 Residency,2017,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,1,2,950 sq.ft.,Partially Furnished,,,Kuala Lumpur
97406687,,,RM 1 600 per month,Kuala Lumpur - Kepong,Condominium,3,2,2,1100 sq.ft.,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Multipurpose hall, Squash Court, Minimart, Barbeque area, Tennis Court, Jogging Track, Club house, Gymnasium, Sauna, Security","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
100321689,Majestic Maxim,2021,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,2,2,2,650 sq.ft.,Not Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100321678,D'Puncak Suasana,,RM 1 000 per month,Kuala Lumpur - KLCC,Apartment,3,2,2,1000 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking, Security, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
100321609,Kaleidoscope,,RM 2 700 per month,Kuala Lumpur - Setiawangsa,Condominium,3,,2,1115 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Club house",,Kuala Lumpur
100321665,KL Traders Square Residences,2019,RM 1 400 per month,Kuala Lumpur - Gombak,Service Residence,3,1,2,850 sq.ft.,Not Furnished,"Swimming Pool, Lift, Security, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Club house, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100321664,Prisma Cheras,,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,2,1,1,717 sq.ft.,Fully Furnished,"Tennis Court, Sauna, Gymnasium, Squash Court, Barbeque area, Playground, Security, Parking, Swimming Pool, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100321580,Seasons Garden Residences @ Wangsa Maju,2017,RM 1 350 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1,2,850 sq.ft.,Partially Furnished,,,Kuala Lumpur
100321562,Lavile,2021,RM 3 000 per month,Kuala Lumpur - Cheras,Service Residence,3,,2,864 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Security, Multipurpose hall, Gymnasium, Lift, Parking, Playground, Sauna, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100321251,Maxim Citilights,2017,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,3,1,2,1150 sq.ft.,Not Furnished,"Security, Minimart, Playground, Swimming Pool, Multipurpose hall, Jogging Track, Lift, Parking",Near KTM/LRT,Kuala Lumpur
100321351,Fajar Ria,,RM 2 500 per month,Kuala Lumpur - Pantai,Condominium,3,,2,1500 sq.ft.,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
100321196,Banyan Tree,2015,RM 7 000 per month,Kuala Lumpur - KLCC,Condominium,2,1,2,1076 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
99435019,PPA1M Bukit Jalil,,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1,2,1000 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",,Kuala Lumpur
100235971,Taman Connaught,,RM 900 per month,Kuala Lumpur - Cheras,Apartment,2,1,1,550 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100235642,Midah Ria,,RM 1 300 per month,Kuala Lumpur - Cheras,Condominium,3,1,2,967 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
99774637,Sri Kenangan,,RM 2 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,1,2,1184 sq.ft.,Partially Furnished,"Minimart, Barbeque area, Swimming Pool, Parking, Security, Playground",,Kuala Lumpur
100321040,Faber Ria,1985,RM 1 300 per month,Kuala Lumpur - Taman Desa,Condominium,2,1,2,1050 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Tennis Court, Squash Court, Minimart, Sauna, Club house, Parking, Security, Gymnasium, Barbeque area, Lift",Cooking Allowed,Kuala Lumpur
100321021,Banyan Tree,2015,RM 7 800 per month,Kuala Lumpur - KLCC,Condominium,2,1,2,1076 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
23139697,Villa Wangsamas,2010,RM 1 700 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,,3,1267 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
16717632,Villa Wangsamas,2010,RM 2 000 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1,3,1267 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
99364321,The Capers,,RM 2 100 per month,Kuala Lumpur - Sentul,Service Residence,2,,2,999 sq.ft.,Partially Furnished,"Playground, Parking, Gymnasium, Jogging Track, Security, Swimming Pool, Lift, Club house, Minimart, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100321008,Central Residence @ Sg Besi,2015,RM 1 750 per month,Kuala Lumpur - Sungai Besi,Condominium,3,2,2,1121 sq.ft.,Fully Furnished,"Playground, Barbeque area, Sauna, Multipurpose hall, Security, Swimming Pool, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100320875,Unio Residence,2021,RM 2 000 per month,Kuala Lumpur - Kepong,Apartment,2,1,2,872 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Tennis Court, Jogging Track, Security, Playground, Parking, Gymnasium, Barbeque area, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
100320904,Dahlia Apartment (Ampang),,RM 1 300 per month,Kuala Lumpur - Ampang,Apartment,3,,2,860 sq.ft.,Not Furnished,"Security, Playground, Lift",Cooking Allowed,Kuala Lumpur
100320954,1 Petaling,2012,RM 1 100 per month,Kuala Lumpur - Sungai Besi,Condominium,3,1,2,904 sq.ft.,Partially Furnished,"Jogging Track, Swimming Pool, Playground, Security, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100320945,Residensi Seri Wahyu @ Jalan Kuching KL,,RM 1 300 per month,Kuala Lumpur - KL City,Apartment,3,1,2,835 sq.ft.,Fully Furnished,"Jogging Track, Lift, Gymnasium, Squash Court, Minimart, Security, Swimming Pool, Parking, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100320933,Pangsapuri Seroja,,RM 850 per month,Kuala Lumpur - Jinjang,Apartment,3,,2,750 sq.ft.,Partially Furnished,Lift,"Near KTM/LRT, Cooking Allowed",Kuala Lumpur
98990742,Endah Villa,,RM 1 400 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1,2,1129 sq.ft.,Fully Furnished,"Security, Squash Court, Parking, Swimming Pool, Tennis Court, Playground, Minimart, Barbeque area, Lift, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100320836,Unio Residence,2021,RM 1 900 per month,Kuala Lumpur - Kepong,Service Residence,2,1,2,1132 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool, Parking, Security, Gymnasium, Tennis Court, Lift, Barbeque area, Jogging Track, Multipurpose hall",Air-Cond,Kuala Lumpur
100140155,Rica Residence Sentul,2021,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,2,,1,700 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Minimart, Playground, Squash Court, Lift, Gymnasium, Tennis Court, Jogging Track","Near KTM/LRT, Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
100320688,PV9 Residences @ Taman Melati,2022,RM 2 100 per month,Kuala Lumpur - Setapak,Service Residence,3,2,2,1000 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
100320795,Suasana Lumayan,2015,RM 1 550 per month,Kuala Lumpur - Cheras,Condominium,4,1,2,1142 sq.ft.,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
